available_amount,monthly_expenses,savings_goal,actual_savings
5805.15,3334.29,168.85,445.6
7946.74,4448.25,352.79,944.24
4409.81,3516.33,543.43,591.75
6287.68,3946.21,46.2,734.33
9695.82,5588.62,171.86,3007.56
5697.82,1334.44,3157.84,3749.36
9188.18,4721.0,2515.91,2936.75
8143.05,6804.57,4.51,175.62
1528.47,1067.2,115.15,342.96
4861.89,1145.79,2269.25,437.51
7284.87,5964.81,441.01,543.42
9880.41,7693.55,820.16,687.41
5125.39,2986.45,785.07,809.88
1835.07,395.79,232.74,782.26
6058.08,3596.69,1420.5,416.65
2139.07,509.55,134.28,1050.76
7763.68,3293.86,1813.86,1053.36
5569.09,3565.54,272.41,818.64
7510.88,6301.92,45.0,100.47
8824.26,3974.95,555.71,1211.01
6660.53,5341.86,917.1,252.2
6511.95,5488.62,144.21,284.92
7791.13,1673.0,1362.48,1664.09
8582.1,3154.77,599.59,1374.27
8821.48,6147.72,1573.34,980.72
1327.87,969.07,127.86,20.74
6005.71,2850.86,2381.62,1358.26
2946.42,1943.84,532.83,222.77
8743.11,5495.14,1380.75,1743.38
6835.58,4906.87,1013.16,557.04
4782.0,3362.04,45.92,663.98
2692.94,700.46,1515.34,385.83
4051.21,1259.02,2136.43,1502.42
7334.0,2148.19,1145.61,1173.19
2839.24,2421.12,210.16,156.52
1842.25,1546.53,47.77,142.68
8992.26,6817.83,952.35,1553.75
7877.89,2219.23,3489.31,1536.46
2798.15,1684.46,837.34,190.71
3630.8,1202.02,659.11,947.03
9748.63,4463.59,2932.16,1362.0
7373.66,2853.34,2590.78,2863.16
6494.7,5067.5,252.5,174.83
3768.66,1134.8,1325.42,1212.22
3692.13,2408.47,673.07,425.55
1355.71,1204.86,92.21,71.46
7556.34,5145.4,1928.65,739.61
1388.58,354.73,33.28,204.83
1043.72,872.02,27.79,39.94
7565.46,4918.72,307.19,303.71
9539.86,4955.17,566.43,1644.85
7808.53,5167.56,959.72,896.51
5244.76,4276.22,680.72,359.59
5374.41,2869.87,899.07,659.83
4925.23,2816.86,1127.52,819.29
3921.79,2026.44,570.88,1124.08
5695.43,1428.49,1091.19,789.91
4880.36,3664.9,811.18,538.0
6383.51,1841.57,2381.97,2563.23
9083.08,4325.35,1335.57,733.12
9955.08,4686.61,3852.98,1607.44
1708.69,676.69,411.57,469.86
4462.15,2149.66,348.31,1952.97
2626.36,1661.45,373.01,67.84
4169.08,1742.56,1309.74,199.94
3587.26,1150.64,715.61,1786.64
2570.83,2078.67,332.23,212.89
7876.68,6928.2,404.54,127.41
5466.6,2848.15,979.86,655.92
9273.21,3977.41,3638.05,3050.32
1293.33,301.65,367.25,129.74
1602.8,361.91,411.39,452.86
4629.46,2199.08,201.66,528.05
1722.5,1466.14,74.34,48.78
3364.57,2393.88,308.33,243.01
9874.27,4389.0,792.61,2308.21
2880.64,2528.14,165.76,108.03
2783.06,1391.89,160.09,831.25
6162.77,2426.62,668.59,2336.5
5481.98,2732.48,1234.18,1664.82
6223.94,2166.43,873.12,1543.36
4390.62,3600.07,404.55,349.23
8440.86,3822.2,2551.4,1010.56
2247.22,1484.47,183.85,570.26
4855.53,2293.43,179.12,1328.4
7207.86,5991.26,476.37,544.92
8814.13,5726.24,229.49,832.13
4326.14,2343.8,817.1,1469.74
6109.71,1787.09,2511.33,1157.34
1622.26,1348.65,135.78,171.78
2532.87,1476.09,378.98,502.3
1622.24,648.15,737.09,487.01
7550.93,6150.6,113.98,248.88
3592.54,855.41,1926.94,310.78
7513.71,3154.66,2790.24,3365.22
1597.58,919.86,227.57,555.05
8762.93,3837.02,602.41,2016.21
8519.77,4547.12,495.36,1005.07
1800.36,693.18,816.49,581.01
1213.81,353.29,160.89,395.63
1506.6,340.19,815.66,800.14
8682.67,2694.69,2410.98,1048.93
3112.33,2698.59,152.83,174.01
5934.46,3577.19,1168.29,733.36
4836.2,2622.54,380.82,164.18
8159.73,3827.13,1484.77,652.83
5400.08,3757.89,1232.94,374.09
5505.95,1645.63,735.8,2290.02
9901.83,3894.3,4429.15,2149.28
2351.17,1549.73,637.44,425.23
8476.34,4537.76,163.55,1659.11
1465.75,1083.28,162.59,279.49
5298.84,4387.32,125.29,21.08
8977.01,6969.4,998.53,326.32
6986.93,2298.32,3711.66,3158.26
7166.93,1892.28,3784.59,2030.63
3369.86,1073.66,1698.9,1219.45
4767.17,3568.09,204.66,469.25
4299.23,3609.98,299.03,349.64
5692.99,4826.6,162.76,397.63
5160.05,2109.18,2195.23,1546.95
3942.09,3107.31,127.66,154.36
3749.33,2157.23,196.09,186.81
3257.68,2527.81,7.1,109.09
4285.43,2502.07,259.58,1078.75
2349.47,709.84,248.91,992.05
8848.94,2260.49,408.43,4888.7
6419.07,5584.94,579.05,343.27
2204.08,1097.77,690.34,641.56
7244.73,3226.55,818.04,3569.47
8629.0,3877.98,2977.02,3795.11
3137.82,1459.88,566.69,402.3
2355.41,2029.18,202.4,87.05
1077.56,262.81,210.54,245.66
1425.25,403.84,461.4,151.34
7860.26,5916.86,593.3,673.74
9884.68,5778.45,616.51,1140.68
1403.92,407.1,467.02,268.15
7732.64,1733.06,3603.74,5336.32
1646.76,587.83,637.99,314.05
6329.2,2421.34,1113.86,3456.89
7804.68,1638.59,2558.74,960.02
4232.84,1486.84,1677.87,569.51
1098.41,787.37,13.56,204.32
6356.7,5077.76,73.55,589.92
9921.2,8222.35,511.32,1049.27
3318.56,1569.48,312.7,865.57
2705.42,1145.99,467.39,453.47
2115.33,1903.59,15.88,33.34
5997.3,4429.24,742.65,606.87
6368.01,3668.9,1450.48,1102.18
8130.44,3076.07,3201.8,38.52
7777.66,3304.83,2327.74,2475.63
9032.87,5065.23,1258.16,2912.55
8251.95,4781.66,2595.58,2274.01
3225.4,675.96,1481.39,766.54
6002.9,5232.01,325.43,119.61
3676.71,2216.78,241.59,1061.01
3968.07,2430.09,798.49,1117.06
9387.5,3267.13,2897.24,1613.08
7137.06,5249.25,1032.0,792.61
9771.31,6997.09,1733.61,1655.56
4752.21,1266.99,2551.32,811.81
5836.94,3598.45,1699.56,669.63
5384.04,3557.43,920.88,357.8
1965.58,1542.78,326.73,142.08
3130.32,1077.66,1496.67,753.08
5748.73,4681.44,2.23,166.33
1606.37,840.19,390.82,464.13
9383.16,2510.62,981.23,1772.88
2114.59,579.26,362.58,723.24
2781.83,941.55,437.99,354.66
7887.89,3138.79,1835.54,2061.77
1872.41,1025.12,7.37,485.37
9102.5,6591.36,473.7,1873.44
7531.31,2490.67,117.43,3372.92
1617.59,1447.51,88.52,32.46
7226.62,2262.41,3531.69,799.4
6684.66,4141.58,2029.97,1030.99
7816.14,6645.74,419.99,301.45
8453.78,6617.24,382.21,737.04
7465.16,4878.65,1765.25,644.74
6275.59,4398.21,169.95,466.21
3902.17,1147.02,2147.34,761.64
7275.46,1504.3,3300.35,2233.74
9612.74,4843.9,1922.55,2134.72
6287.7,1651.55,358.47,833.29
6979.1,3143.58,55.83,2006.46
4934.15,1759.62,1382.91,1657.08
7805.09,6567.53,409.73,656.7
9979.01,8143.26,1237.53,529.97
2443.5,1889.46,284.69,282.02
2821.65,1974.48,292.71,547.84
5854.94,1802.45,732.71,1408.09
5332.38,1247.02,1570.16,818.48
6144.13,4041.13,274.22,717.74
1441.67,936.48,269.57,345.11
4638.49,2127.2,1216.93,1699.84
6246.8,3316.31,1899.13,2166.28
6266.72,3399.1,1031.26,1309.07
6916.01,2544.74,974.44,2911.79
7481.94,3141.79,2904.07,2775.19
6773.92,3338.68,1898.99,2056.12
8112.19,5047.61,1732.61,590.01
6622.85,5755.74,366.32,331.62
5837.57,3367.92,1730.69,360.16
6455.77,4595.31,339.03,1330.8
1910.74,1461.53,144.36,171.9
3458.41,966.47,1587.33,812.0
5746.6,3776.59,209.55,1296.82
8856.88,4760.38,2648.34,1960.13
7111.46,4271.87,800.98,860.72
1813.67,411.51,140.78,435.86
6330.47,5281.84,66.4,59.03
2995.64,2597.07,268.81,298.26
7606.15,1539.77,3778.7,4808.97
8446.97,2947.6,1267.24,4464.69
6341.11,2068.06,397.78,696.54
6322.26,4722.18,316.48,834.31
4047.32,2503.9,262.98,826.97
5016.25,1625.94,1988.23,1935.33
8776.98,6756.34,348.46,674.05
7509.88,3360.17,717.4,1926.33
5677.78,2967.21,69.97,1286.15
4314.09,2032.43,1089.46,1441.62
1453.42,821.13,348.51,426.9
2287.07,1226.1,554.67,265.92
2737.23,1073.56,756.77,315.38
4360.45,2167.97,1694.48,1171.6
9497.29,7938.18,589.64,75.27
5546.38,3061.75,1709.7,1590.22
3113.56,2619.97,255.09,260.29
1951.75,1141.95,54.52,576.93
4044.75,2985.72,686.33,363.5
8341.58,3382.63,2318.36,1756.41
4450.09,3352.2,574.0,350.02
7952.55,3061.93,705.14,1872.8
8224.34,1757.42,2263.37,1562.46
1997.39,624.2,967.36,457.61
6477.94,1393.77,876.23,3390.71
9631.86,8311.76,0.13,977.71
4619.24,4157.24,95.17,78.93
1458.5,1069.9,151.57,55.12
9309.72,2566.6,4430.39,5492.12
8953.0,7424.38,786.68,527.86
5699.27,4107.14,1170.61,156.4
5970.28,2582.57,1234.66,1628.82
2905.67,1602.75,407.36,376.76
8375.06,5554.6,522.16,435.65
5487.4,1189.86,749.71,1731.57
1304.9,719.1,344.97,211.66
7147.13,5093.6,132.02,854.75
9554.47,3169.77,1239.72,1684.47
8462.35,4321.33,2934.81,2731.46
3494.78,2001.71,689.11,838.02
1479.93,1057.99,15.73,173.48
9463.16,8281.38,665.82,501.76
9433.56,7488.3,788.51,814.02
5791.74,3678.12,1444.91,952.75
6780.86,4126.48,1449.15,851.73
5163.4,3212.83,6.94,991.36
4777.89,2778.94,329.01,997.87
2075.04,501.23,324.79,167.5
1870.78,1288.6,327.06,265.0
3094.59,2170.66,376.46,465.88
8529.77,4765.89,2250.64,1265.35
2312.49,1871.43,180.96,142.65
3040.29,2039.14,262.21,654.28
5937.53,2694.84,268.91,149.29
2936.18,627.71,374.2,883.65
2468.86,596.02,600.48,1130.07
6069.85,2708.72,1482.81,1646.15
4312.84,2257.66,1543.26,270.88
6635.43,2102.17,869.37,1657.08
9209.85,3062.55,3275.7,1794.96
2358.94,851.93,183.91,628.1
9220.9,6882.11,1335.46,609.61
9122.41,6749.68,21.53,931.55
8461.79,3960.6,2361.93,1909.82
6681.57,2142.48,592.69,1335.35
6581.32,1827.21,685.83,1794.87
6752.91,1762.45,2231.37,292.8
7214.46,3418.9,1139.92,224.19
1148.34,266.28,332.58,238.06
9622.83,4171.93,1346.98,2172.81
6270.43,5474.55,607.08,679.46
8033.19,4460.46,830.75,1778.52
4395.54,3410.28,427.24,552.75
1111.57,322.9,539.05,118.53
5587.61,2166.07,1818.02,1302.41
5564.71,4800.02,197.46,305.15
4932.9,2311.0,1158.75,782.17
4057.45,2653.11,93.24,357.78
3248.43,2869.31,165.51,136.01
5747.9,3365.69,822.13,1374.93
4377.5,1811.16,1556.1,378.97
9729.39,5568.75,2822.25,2621.69
2556.35,609.04,310.97,833.79
3876.99,1080.36,182.42,788.58
3645.64,747.43,905.53,604.28
5889.78,4823.42,455.68,496.94
5493.52,3680.09,546.64,248.98
6793.66,2777.46,2019.54,1750.93
9550.02,3388.47,2492.47,2903.55
3566.99,2418.97,860.21,42.24
7234.94,6103.92,370.42,526.26
1225.36,501.66,47.76,75.57
3361.5,1428.94,466.8,33.57
5173.48,4128.27,506.63,331.65
1278.95,1055.6,45.75,117.57
6559.03,5508.44,226.08,409.19
7104.8,2878.92,1147.99,2048.77
7720.59,2194.34,3298.69,3276.69
5649.17,2869.77,2090.41,1750.99
6435.5,2619.48,1069.64,978.55
4564.59,3737.06,129.42,209.45
1371.28,309.42,357.32,275.23
1899.57,1222.78,190.5,143.85
6894.96,5752.65,904.73,431.3
9960.0,8801.34,429.97,809.12
1142.23,748.26,214.09,273.94
6018.25,5205.46,594.17,264.18
7759.08,1962.75,2917.0,1101.47
8440.97,3811.06,923.68,1461.41
5906.84,1217.4,2278.73,2033.47
6579.24,5834.66,239.38,335.46
7270.52,6048.41,412.93,526.02
8730.7,1917.58,5337.8,2642.36
2100.61,446.78,368.59,657.88
9335.64,4265.25,1902.15,4104.19
1234.16,470.18,97.71,616.79
8525.8,6759.7,252.26,578.78
1690.66,528.06,561.29,439.58
2751.65,2073.25,407.6,191.21
1035.05,608.73,217.07,314.38
5007.31,2324.26,706.79,1761.16
4009.23,1210.8,133.47,363.5
2493.94,2240.51,95.34,146.73
5059.81,3200.79,749.96,1248.34
4621.34,2345.64,1403.02,1625.5
7908.95,3636.45,2188.51,903.96
9038.17,7537.92,1045.68,727.38
6873.11,5325.52,969.39,421.03
2119.69,1627.56,144.05,144.59
3658.52,2309.76,682.17,384.48
9219.86,7574.76,983.49,166.87
1798.61,736.52,813.03,436.26
4661.7,3228.67,484.2,619.07
9482.54,4581.14,2541.99,2067.53
9555.98,5924.7,1140.7,2012.64
4700.83,4224.67,281.06,318.88
7006.57,6230.02,566.57,56.08
5110.71,2856.04,1658.04,407.26
7781.14,4681.95,389.48,612.19
1284.23,1063.5,36.04,160.77
2297.41,2044.57,152.7,127.73
6527.79,4863.37,840.21,817.67
3092.97,759.72,1689.47,892.64
6994.47,2978.58,1008.15,341.59
4161.01,3443.62,486.69,374.16
8979.81,6625.72,1287.73,934.45
8373.33,6025.14,367.18,343.5
5435.54,3628.47,182.87,527.81
7956.06,3903.91,2278.03,670.94
3440.24,1659.12,225.79,941.7
5448.34,4174.8,809.28,409.08
2777.34,1126.62,735.69,732.21
8747.98,5943.22,1070.0,1472.4
8407.61,5955.5,540.5,442.17
9119.35,7215.13,1498.77,201.83
8897.29,3771.74,2961.2,489.33
9636.37,6931.66,1683.55,1374.54
3055.03,838.74,1362.95,1523.2
9386.42,2784.42,3084.54,3064.13
6140.92,3022.16,2344.55,749.79
4802.46,1146.14,1707.71,1797.89
6043.37,5217.77,343.48,61.87
4083.42,3394.66,150.82,201.88
3596.98,842.6,620.8,1885.15
3171.83,2495.65,398.61,193.39
1741.85,968.84,207.02,358.36
5469.08,3781.18,983.99,1430.52
8989.86,7379.34,1227.48,287.42
6671.37,4028.72,928.75,1889.07
5688.78,1600.99,318.28,1327.63
4857.34,980.23,2067.41,977.94
5179.61,2837.63,17.84,364.53
2883.5,2492.67,246.06,191.04
8406.42,5050.88,1411.08,391.65
2785.45,1284.25,588.15,150.74
7449.6,1651.17,2641.5,1221.18
7839.87,6589.29,516.64,666.56
6173.82,2648.63,913.1,993.04
8766.34,6078.09,605.41,616.71
3619.45,2482.82,377.63,701.51
8934.55,3374.74,3980.42,487.02
7564.69,1850.66,618.81,3798.27
8188.75,3844.62,1128.66,1682.07
6981.22,2946.02,620.78,1270.71
8617.09,5947.34,912.28,489.1
9937.89,7690.41,240.03,913.37
4781.47,1700.82,1874.99,539.1
8325.24,4743.4,296.48,2224.25
7701.22,1759.16,3162.42,2864.43
5075.83,1776.43,706.63,2489.55
9342.54,6850.26,941.46,564.33
4549.83,3436.85,178.07,141.79
6089.19,4527.21,912.48,283.2
1953.48,585.4,1037.85,1174.75
3031.98,1775.9,222.82,540.54
8566.27,4247.98,3292.79,1776.08
4568.97,4084.85,125.98,148.43
4546.76,2991.08,694.26,983.86
3213.83,2746.67,262.2,92.88
5424.49,1636.81,603.81,1371.98
8252.35,4255.01,1422.3,1845.99
9056.48,6702.93,127.71,1440.48
1631.03,746.2,493.42,399.0
6173.39,3967.98,735.05,1524.59
5205.46,2905.64,1640.5,403.63
6528.54,5838.8,151.19,195.77
5025.48,1616.75,2518.65,2211.74
4587.8,3921.4,75.19,246.26
5246.93,2524.29,1322.04,1638.42
6237.99,3291.13,725.65,1074.72
5508.85,3140.16,344.47,1051.45
5249.3,2024.95,242.31,367.98
8360.52,7311.78,550.08,590.99
7710.83,6461.99,232.95,569.39
4072.41,3587.93,222.01,64.74
8205.19,7366.98,656.77,300.04
8682.86,5807.62,726.77,654.01
2381.43,1229.25,32.21,916.3
6244.14,4967.3,145.89,363.82
3567.81,773.01,266.78,229.23
7652.55,6000.23,612.39,1056.72
3149.07,1726.0,847.75,786.78
7042.63,4727.39,549.07,718.66
3296.12,1522.26,206.96,671.68
5600.29,2565.14,1555.86,1425.78
9537.82,2119.32,1787.44,3695.25
4431.77,2201.05,1026.43,721.91
8881.65,4315.13,3411.32,2071.83
9882.5,3531.55,1480.26,3634.13
8873.66,3310.99,2280.65,607.44
2492.79,1517.86,629.27,156.21
8376.92,3538.75,2677.32,1212.93
1289.34,1007.21,169.62,44.69
4539.72,1261.9,2025.87,2626.17
8836.6,5340.41,1510.12,524.22
7198.77,2246.24,2123.89,2907.8
5794.66,3301.62,1433.78,298.82
4490.78,2635.11,1035.68,417.94
8310.67,5398.68,1560.96,1559.26
7386.03,3687.09,1130.79,2447.56
5215.65,2903.2,1532.77,325.61
9032.36,2950.57,1149.23,3085.62
3069.53,1608.77,181.99,111.77
2533.52,1168.26,376.99,201.73
6785.23,4520.95,459.8,1333.95
9747.95,4916.62,2563.24,3772.93
3225.31,2404.59,151.68,536.65
3247.03,1617.65,855.74,1041.88
2255.49,823.34,588.01,631.42
8745.07,3424.41,648.91,1536.77
3037.58,703.81,482.43,1655.08
5528.61,3195.22,973.91,1071.99
9917.85,7751.96,1270.26,515.47
1109.27,819.06,92.46,37.19
6008.37,3042.96,552.36,694.84
5610.6,1892.37,877.74,1321.6
8267.03,6650.32,123.02,485.25
4197.53,1006.34,64.21,1875.94
4693.07,2250.12,1901.85,371.75
2511.44,2008.23,38.81,210.55
7667.34,3643.7,402.0,232.83
8062.38,2277.73,4030.58,1397.34
2229.97,861.14,726.58,987.02
4541.11,2815.58,601.96,369.66
9036.14,2768.9,3254.07,3288.82
1024.37,674.5,261.7,38.28
3688.83,1869.18,144.67,429.34
5995.38,2602.43,661.52,1323.84
4006.84,1477.11,1741.06,1562.81
3448.41,2677.1,481.69,340.62
5140.34,2455.39,2135.62,1151.59
2633.71,1888.2,187.22,124.49
5766.63,2930.88,2143.57,1051.36
7360.26,1945.37,1488.83,2135.77
6177.65,3140.44,1737.52,1021.38
1837.98,1020.78,577.1,540.97
8599.68,4476.04,563.39,726.79
2574.8,1986.12,96.84,69.29
7883.31,6603.03,595.03,508.33
4245.09,3186.98,714.29,570.79
8044.85,4890.85,199.21,1397.21
2856.46,1653.93,818.56,667.72
2679.96,1745.27,256.57,674.66
5473.23,2197.4,1064.58,803.24
1296.42,996.03,81.67,43.86
3027.68,2421.52,442.0,372.16
7516.11,2909.13,482.05,1353.47
8536.45,7102.09,658.97,528.45
1727.07,1371.49,42.13,170.15
8938.7,4443.79,3339.16,2119.08
8177.65,6838.97,854.54,1194.57
8827.16,2509.63,1181.73,3008.6
7285.86,1599.91,1354.52,706.62
7067.38,3134.43,1200.38,3250.72
5725.84,3411.48,750.62,1502.48
6875.09,3066.36,2490.43,1620.3
9271.99,7968.79,588.56,689.91
1904.7,720.54,405.41,315.44
3841.88,1524.65,1333.7,1264.9
1652.09,1064.58,215.2,109.92
9503.25,1926.35,777.33,2644.04
5007.39,3551.69,125.18,371.64
7078.1,3285.86,988.89,1656.85
8570.08,7579.58,477.71,425.09
9919.0,6784.52,338.13,335.9
2456.04,580.98,825.23,894.14
8195.61,2170.52,1299.54,738.6
8986.81,2352.01,3691.14,3590.52
1439.88,1248.14,4.34,93.09
7786.82,5285.97,938.36,549.7
4192.53,2093.43,87.77,234.09
6837.37,2327.02,1192.57,2325.56
5626.43,4566.12,13.21,630.37
3337.68,1138.45,825.33,521.45
2216.99,1540.09,415.36,269.75
2052.53,1507.22,43.72,166.52
1929.91,784.04,673.97,1062.78
6740.11,3730.25,1406.68,958.61
4162.7,1482.31,1082.03,1092.64
2949.7,1372.35,756.48,1219.02
7226.97,6327.89,241.6,201.17
7181.65,4920.84,1284.75,972.79
5852.51,4638.88,756.98,519.55
9414.62,5445.6,2471.03,1847.02
4468.73,1641.49,609.46,798.4
8522.77,5957.55,1341.93,2246.77
1676.25,922.61,89.29,400.05
7658.48,2479.77,2052.51,1665.89
9896.03,4836.2,10.64,849.9
8619.38,5554.23,474.7,1709.68
6216.98,4443.48,896.31,753.89
6640.89,2458.82,2925.31,1800.78
4179.61,3398.85,30.62,427.0
7115.37,3313.53,1698.82,1540.75
7933.56,3092.47,2466.15,1802.5
9984.06,3360.47,4940.61,1693.68
5432.17,4144.31,674.99,894.72
1551.74,695.05,70.61,450.93
6362.72,3425.56,344.81,516.84
2071.22,737.3,678.45,645.92
3202.89,2178.81,176.65,413.38
3959.02,2956.29,744.67,560.16
7579.27,3316.67,3139.62,1566.96
2654.27,2286.8,278.88,48.33
2491.78,551.75,454.67,533.67
1404.68,411.66,569.56,376.98
8859.16,5423.14,1822.5,1054.97
7241.55,5003.8,63.74,1104.26
1359.52,510.47,180.38,255.12
1254.63,737.53,85.53,206.09
6028.07,2549.09,1032.03,1565.84
3542.81,2082.68,1113.26,298.24
6370.54,4214.3,1458.66,442.73
4911.44,4326.81,137.24,163.2
9309.81,4831.68,1898.84,718.77
3590.28,2347.15,191.21,643.66
7112.31,4300.3,624.12,1869.54
1486.49,627.73,44.66,170.06
9602.74,3621.63,3074.8,4171.09
9826.82,8760.7,560.28,609.65
7651.67,2638.27,3363.0,2084.77
5186.91,3906.74,892.59,276.63
2979.94,901.76,266.11,773.68
8312.65,6342.93,1170.86,847.96
7627.19,2517.05,550.7,911.55
2997.59,2628.91,110.22,186.06
5060.94,3442.41,667.53,245.04
5165.19,1358.87,150.64,2170.57
8437.69,5781.71,333.09,2096.62
7154.6,4453.99,585.74,1042.52
6788.51,2961.71,390.46,1168.22
6848.45,2619.63,3160.09,2691.38
3434.23,2414.72,235.16,684.33
4345.4,3124.14,489.65,563.04
1410.96,605.36,642.24,272.83
8082.47,6573.95,683.83,1080.79
4896.98,1900.91,986.3,514.78
4944.15,1230.62,2762.24,2128.4
3208.21,1988.79,217.05,644.16
2884.85,793.19,300.36,550.87
6290.4,2476.31,1633.54,942.7
3092.98,1716.7,470.47,170.75
1577.88,631.86,603.17,221.2
7907.57,2771.58,172.61,1046.04
4388.22,3037.66,667.42,166.79
4422.12,2577.65,1048.66,772.41
4881.86,3846.09,805.35,347.15
8335.4,5058.49,382.12,2218.42
3887.53,2093.1,353.49,687.28
7822.33,2995.01,3600.96,2831.34
9455.9,7133.97,1171.42,968.58
6947.81,2347.04,140.04,2763.87
4885.13,1805.35,190.56,1565.23
7730.11,6099.92,1024.33,440.29
5121.08,3681.21,653.67,647.3
4729.85,2975.13,793.72,456.09
5727.55,1301.55,3115.42,269.32
3859.5,1115.71,529.22,538.7
1938.25,1065.98,111.95,339.77
4733.67,3419.78,645.18,893.23
2114.71,1109.95,709.3,355.19
4693.97,995.62,784.79,2280.06
6012.4,1978.01,2198.89,1657.98
9376.4,5739.64,443.33,1478.29
1326.0,909.57,57.27,138.87
6593.13,1472.9,3692.75,2842.8
5119.62,1179.21,371.86,1597.33
1182.35,452.74,14.21,127.33
3245.93,838.92,1492.24,1981.89
2066.37,1197.18,252.07,136.79
2951.15,845.77,668.09,465.19
3471.13,2269.26,769.06,551.96
4611.76,3431.41,169.91,344.81
5761.35,5066.31,361.6,487.89
1008.91,871.58,34.44,66.51
2456.82,961.49,124.73,540.69
1842.1,406.34,789.66,577.88
5947.06,2560.74,863.28,361.33
3961.67,2757.07,835.13,1037.86
5935.58,1435.58,3308.52,2043.82
2996.41,1353.77,1115.75,227.07
1218.06,497.73,185.76,414.58
9472.3,3348.86,1158.96,2086.77
1974.77,1371.07,431.19,148.2
2141.73,1416.47,262.8,103.65
2318.92,1333.02,558.21,74.09
9831.49,8234.29,1056.92,288.07
6558.94,1785.33,1060.46,1268.9
6492.61,1978.83,430.06,1040.16
9880.28,4628.07,2625.38,1690.21
1795.95,1183.74,289.06,347.85
9770.51,5948.83,826.09,710.09
2836.12,714.22,992.55,893.29
6607.64,5754.58,539.38,97.16
4780.75,1977.06,785.06,1217.22
4455.57,2010.71,473.95,834.79
9381.19,5971.51,1977.62,529.41
2343.05,2018.81,203.85,79.44
9973.62,6621.31,2559.26,839.09
4412.13,3831.23,68.59,118.59
6838.97,2265.85,3253.37,3259.18
9711.16,6148.79,2180.45,1154.54
1518.41,1184.69,187.39,100.69
9305.78,5176.96,1034.03,1953.76
6110.3,2771.15,59.28,719.1
7339.57,6527.31,329.81,625.36
2342.66,699.73,375.6,570.82
5800.49,2828.61,689.05,1849.23
7061.62,5729.53,988.03,432.1
5106.23,4239.89,106.02,545.22
2394.87,2122.49,203.57,93.4
3197.07,2619.66,232.72,228.5
8689.54,2047.86,4454.06,3942.78
1310.24,1114.8,44.34,104.69
7379.76,3687.79,1872.33,1274.28
9994.51,6557.73,1530.3,1806.24
1067.35,508.05,413.51,157.08
2449.41,1884.99,80.96,319.3
7067.3,4262.6,459.01,1347.65
1539.92,1219.43,243.3,75.99
6308.11,2117.25,328.44,1709.25
7156.0,2357.82,2436.26,1186.88
6293.32,3198.67,149.94,1039.43
4286.66,871.59,210.34,1267.59
7275.54,4983.72,1094.84,124.1
6348.65,2585.41,1659.94,1624.15
2868.73,1692.87,539.04,291.33
6068.22,1511.0,1726.83,1235.83
8937.16,2854.99,3612.13,3068.67
7001.5,4452.96,2022.9,586.55
5246.12,2171.71,678.29,845.34
3894.26,1364.18,654.66,1763.39
1772.98,638.61,293.16,148.89
3201.64,1121.77,1270.0,825.17
1100.68,700.03,111.55,109.57
9879.63,3135.64,3651.13,3198.0
3002.34,1362.75,584.86,379.14
8333.88,5679.71,1290.57,717.78
2517.8,1408.89,735.45,272.67
3552.41,2195.73,557.93,868.99
4764.5,1789.71,1130.83,1324.47
3919.65,3343.07,123.15,137.0
8185.16,4008.4,1723.85,2911.5
9619.24,3856.11,1209.85,517.58
8877.65,7395.33,1000.35,150.32
2382.2,1569.16,252.93,334.91
7990.2,5031.92,305.55,856.27
2331.52,1913.51,80.25,168.46
9220.43,2221.92,2993.02,6343.97
5660.91,4451.6,886.46,494.37
4027.43,2716.52,315.21,856.23
2413.23,1090.77,279.71,579.41
1106.28,419.77,223.29,251.19
3231.52,883.38,1817.94,899.34
9226.18,7923.0,881.18,462.31
8175.36,2447.2,685.86,5098.47
9728.14,3712.33,2953.78,4157.37
1906.85,1303.86,381.99,17.0
6329.61,4412.41,1177.94,656.77
3314.35,1035.86,891.06,836.91
5886.48,4531.95,793.03,783.52
3884.09,2164.22,802.96,534.19
3551.19,2819.36,117.94,354.36
6164.61,1609.58,204.26,1719.8
2649.86,609.42,603.16,1131.38
5222.2,3372.98,91.63,303.56
6857.31,2091.59,1506.02,3310.67
2153.64,1222.11,617.7,239.01
9375.35,1967.66,5003.41,764.68
5551.52,4141.16,38.45,474.23
8375.75,6949.12,79.36,754.41
6885.15,5420.11,785.1,430.87
7390.01,6435.57,381.78,361.34
7445.18,6195.63,149.3,126.14
8875.9,4533.92,2798.07,1990.09
6522.45,3123.23,588.73,282.51
3503.95,2898.92,37.83,21.48
1895.59,1609.08,171.79,26.78
6456.26,5687.87,373.82,67.69
1597.18,1178.43,132.14,176.0
3171.64,1082.77,1157.61,876.72
1546.36,1332.14,156.19,18.1
5939.99,5126.2,22.25,465.78
2443.04,1627.78,409.38,128.46
6493.67,5195.56,226.56,155.24
8117.79,4812.41,1253.76,2689.07
8396.93,7228.82,396.2,189.89
3785.89,1006.12,867.24,1055.15
5940.59,4780.84,176.61,409.36
6067.1,1449.14,2965.28,2521.49
5255.98,2298.84,897.84,995.73
6896.03,2032.45,3451.96,1253.79
2890.78,1547.71,381.08,1093.24
9813.19,3557.99,4202.06,883.42
1882.72,1631.28,109.52,81.28
8462.99,5006.07,1066.46,2104.72
6346.86,5257.82,613.38,463.78
